partner,Nom,mandate,state,signature_date,last_debit_date
001165,AMPA CEIP JAUME SERRA I HUNTER,11650023030000000000000000000000000,valid,2017-10-01,2017-10-27
001166,AFA INSTITUT VALLDEMOSSA,11660025440000000000000000000000000,valid,2017-01-01,2017-10-27
001168,AMPA ESCOLA MONTAGUT,11680028620000000000000000000000000,valid,2014-10-01,2017-10-27
001169,AMPA ESCOLA TERESA MIQUEL,11690037450000000000000000000000000,esborrany,2017-09-01,2017-10-27
001170,AMPA IES LA SEGARRA,11700015030000000000000000000000000,valid,2015-02-23,2017-10-27
001171,AMPA GUERAU DE PEGUERA,11710023240000000000000000000000000,valid,2014-10-15,2017-10-27
001172,APA IES VINYES VELLES,11720021450000000000000000000000000,esborrany,2015-02-25,2017-10-27
001173,AMPA ESCOLA BRESSOL FLOR DE NEU,11730030070000000000000000000000000,valid,2015-10-01,2017-10-27
001174,AMPA I.E. 3 D'ABRIL,11740034280000000000000000000000000,valid,2017-10-01,2017-10-27
001175,AMPA ESCOLA SAGRAT COR,11750013120000000000000000000000000,valid,2015-01-13,2017-10-27
001176,AMPA ESCOLA MARE DE DÉU DEL ROSER,11760011860000000000000000000000000,valid,2015-02-23,2017-10-27
001178,AFA ESCOLA JOAN MARAGALL,11780036570000000000000000000000000,esborrany,2014-10-01,2016-10-13
001179,AMPA ESCOLA JOAN DE PALÀ,11790032510000000000000000000000000,valid,2015-12-01,2017-11-10
001180,AMPA CEIP LES PALMERES,11800035360000000000000000000000000,valid,2016-11-01,2017-10-27
001181,AMPA INSTITUT D'AURO,11810014550000000000000000000000000,valid,2014-10-01,2017-10-27
001184,AMPA IES LLIÇA,11840015060000000000000000000000000,valid,2014-10-06,2017-10-27
001185,AMPA IES MILA I FONTANALS,11850015230000000000000000000000000,esborrany,2017-10-01,2017-11-10
001186,AMPA CEIP ELS GRECS,11860001910000000000000000000000000,valid,2016-10-01,2017-10-27
001187,AMPA INS HUG ROGER III,11870021090000000000000000000000000,valid,2017-09-01,2017-10-27
001188,AMPA CEIP PARDINYES,11880005000000000000000000000000000,valid,2014-10-01,2017-10-27
001191,AMPA ESCOLA TERESA BERGADÀ,11910032990000000000000000000000000,valid,2014-10-01,2017-10-27
001192,AMPA ESCOLA FONT ROSELLA,11920002300000000000000000000000000,valid,2014-10-01,2017-10-27
001194,APA ESCOLA L'OREIG,11940038770000000000000000000000000,valid,2015-02-23,2017-10-27
001195,AMPA ESCOLA LA MARINA,11950035270000000000000000000000000,esborrany,2014-10-01,2017-10-27
001196,APA CEIP SAGRADA FAMÍLIA,11960032420000000000000000000000000,esborrany,2014-10-01,2017-10-27
001197,AMPA IES RAMON BERENGUER,11970025450000000000000000000000000,esborrany,2016-10-01,2017-10-27
001198,AMPA CEIP TORRE BALLDOVINA,11980006700000000000000000000000000,esborrany,2015-02-27,2017-10-27
001199,AMPA IES ROCAGROSSA,11990015440000000000000000000000000,esborrany,2018-03-01,2018-05-30
001201,AMPA CEIP PUIG GAIRALT,12010024910000000000000000000000000,valid,2017-10-01,2017-11-24
001203,AMPA INS LA POBLA DE SEGUR,12030021200000000000000000000000000,valid,2016-10-01,2017-10-27
001204,APA EEI JOSEP PALLACH,12040038610000000000000000000000000,esborrany,2015-08-01,2017-10-27
001205,AMPA INSTITUT D'ALCARRÀS,12050034160000000000000000000000000,esborrany,2014-10-01,2017-10-27
001206,AMPA INS. ESTANY DE LA RICARDA,12060030010000000000000000000000000,valid,2014-10-01,2017-10-27
001207,APA IES ANTONI CUMELLA,12070020910000000000000000000000000,esborrany,2015-04-14,2017-10-27
001208,APA IES ALEXANDRE GALI,12080029260000000000000000000000000,valid,2015-02-04,2017-10-27
001209,AMPA IES GALLECS,12090021070000000000000000000000000,valid,2018-06-01,2017-10-27
001210,AMPA INS JOAN COROMINES,12100021130000000000000000000000000,valid,2017-10-01,2017-11-24
001211,AMPA CEIP FERRAN DE SAGARRA,12110018100000000000000000000000000,valid,2015-11-01,2017-10-27
001212,AFA ELS PORXOS,12120017910000000000000000000000000,valid,2014-10-01,2016-12-14
001213,AMPA IES VILA DE GRÀCIA,12130028750000000000000000000000000,valid,2015-10-01,2017-10-27
001214,AMPA INS SALVADOR DALÍ,12140023270000000000000000000000000,valid,2014-10-01,2017-10-27
001217,AMPA ESCOLA PAU CASALS,12170033000000000000000000000000000,valid,2015-02-24,2017-10-27
001218,AMPA IES MANUEL DE PEDROLO,12180026230000000000000000000000000,valid,2015-03-02,2017-10-27
001219,APA IES ERMENGOL IV,12190021030000000000000000000000000,valid,2015-02-17,2017-10-27
001221,AMPA IES RIBERA BAIXA,12210021360000000000000000000000000,esborrany,2015-10-01,2017-10-27
001222,AMPA ESCOLA ANSELM CLAVE,12220037050000000000000000000000000,valid,2014-10-20,2017-10-27
001223,APA CEIP L'ARENY,12230018690000000000000000000000000,valid,2016-10-01,2017-10-27
001226,AMPA ESCOLA ABAT MARCET,12260028110000000000000000000000000,esborrany,2015-08-01,2017-10-27
001227,APA CEIP CAN VIDALET,12270034170000000000000000000000000,esborrany,2014-09-29,2017-10-27
001228,AMPA ESCOLA CARLES BUÏGAS,12280038860000000000000000000000000,valid,2014-10-01,2017-10-27
001229,AMPA IES ALT PENEDES,12290027580000000000000000000000000,valid,2017-09-01,2017-10-27
001231,AFA INS SALVADOR ESPRIU,12310036640000000000000000000000000,valid,2015-02-26,2017-10-27
001233,AMPA CEIP SANT BARTOMEU,,,2015-10-01,2017-10-27
001234,AMPA INSTITUT LA SERRA,12340023290000000000000000000000000,valid,2017-10-01,2017-11-24
001235,APA IES VICENÇ PLANTADA,12350038520000000000000000000000000,esborrany,2018-03-01,2017-10-28
001236,APA IES MARTÍ DOT,12360021270000000000000000000000000,valid,2015-05-25,2017-10-27
001237,AMPA CEIP DOCTOR FERRER,12370032000000000000000000000000000,valid,2017-09-01,2017-10-27
001238,AMPA IES JOAN D'AUSTRIA,12380014850000000000000000000000000,valid,Transferència,Transferència
001239,AMPA INSTITUT JOSEP LLADANOSA,12390016020000000000000000000000000,valid,2014-10-27,2017-10-27
001240,AMPA IES D'ARGENTONA,12400023300000000000000000000000000,valid,2018-06-01,2017-10-27
001242,AMPA ESCOLA TORRE DE LA MIRANDA,12420020310000000000000000000000000,valid,2014-10-01,2017-10-27
001243,AMPA DE L'ESCOLA ANTONI GAUDÍ,12430007200000000000000000000000000,valid,2016-10-01,2017-11-28
001244,AMPA INSTITUT MIQUEL MARTI I POL,12440016100000000000000000000000000,valid,2014-10-06,2017-10-27
001246,APA CEIP AUSIAS MARCH,12460030510000000000000000000000000,esborrany,2015-03-03,2017-10-27
001248,AMPA IES JOAN SEGURA I VALLS,12480014890000000000000000000000000,esborrany,2015-03-01,2017-10-27
001249,AMPA CEIP MARE DE DEU DE LA CANDELA,12490034750000000000000000000000000,valid,2014-10-01,2017-10-27
001250,AMPA ESCOLA LLUIS VIÑAS,12500022950000000000000000000000000,valid,2015-02-24,2017-10-27
001251,AMPA CEIP MOWGLI,12510004820000000000000000000000000,valid,2014-09-29,2017-10-27
001252,AMPA CEIP SANT JAUME DE BRAFIM,12520038440000000000000000000000000,esborrany,2016-10-01,2017-11-28
001253,AMPA INSTITUT JOAN BRUDIEU,12530026200000000000000000000000000,valid,2014-10-01,2017-10-27
001254,AMPA CEIP PAU ROMEVA,12540026550000000000000000000000000,valid,2017-09-01,2017-10-27
001255,AMPA CEIP COSSETANIA,12550001360000000000000000000000000,valid,2014-10-14,2017-10-27
001256,AMPA CEIP MILAGROS CONSARNAU,12560019210000000000000000000000000,valid,2014-09-19,2017-10-27
001257,AFA ESCOLA CASAS,12570035710000000000000000000000000,valid,2018-06-01,2017-10-27
001259,APA CEIP RAMON BERENGUER III,12590019640000000000000000000000000,esborrany,2015-02-04,2017-10-27
001261,APA CEIP SANT JOSEP DE CALASSANÇ,12610019990000000000000000000000000,valid,2015-05-25,2017-10-27
001262,AMPA ESCOLA MONTSERRATINA,12620037460000000000000000000000000,valid,2014-10-15,2017-10-27
001263,AMPA IES FRANCISCO DE GOYA,12630014730000000000000000000000000,valid,2015-02-25,2017-10-27
001264,INSTITUT ESTEVE TERRADAS IILLA,12640032370000000000000000000000000,valid,2017-02-01,2017-10-27
001266,AMPA ESCOLA MOSSEN JACINT VERDAGUER,12660012340000000000000000000000000,valid,2014-10-01,2017-10-27
001267,AMPA ESCOLA SERRA MARINA,12670013670000000000000000000000000,valid,2015-02-26,2017-10-27
001269,AMPA ESCOLA SANT JAUME,12690013380000000000000000000000000,valid,2017-10-01,2017-10-27
001270,AMPA LA FLORESTA,12700035130000000000000000000000000,esborrany,2014-10-01,2017-10-27
001271,AMPA INS EL FOIX,12710030660000000000000000000000000,esborrany,2016-10-01,2017-10-27
001272,AMPA ESCOLA MONTPALAU,12720012280000000000000000000000000,valid,2014-10-14,2017-10-27
001274,AMPA IES DOMÈNEC PERRAMON,12740020980000000000000000000000000,valid,2014-10-01,2017-10-27
001276,AMPA VAIXELL BURRIAC,12760028340000000000000000000000000,valid,2014-10-01,2017-10-27
001277,APA CEIP SANT IGNASI,12770019930000000000000000000000000,esborrany,2017-06-01,2017-10-27
001278,AMPA ESCOLA SANT ANDREU DE BORRASSÀ,12780032310000000000000000000000000,valid,2015-11-01,2017-11-24
001279,AMPA INSTITUT RAMON CASAS I CARBÓ,12790015430000000000000000000000000,valid,2014-10-01,2017-10-27
001280,AMPA EEI VALL CAMPRODON,12800008810000000000000000000000000,valid,2014-10-01,2017-10-27
001281,APA IES RIBERA DE SIO,12810038680000000000000000000000000,esborrany,2015-08-01,2017-10-27
001283,AMPA ESCOLA JOAN ROS I PORTA,12830018400000000000000000000000000,valid,2014-10-01,2017-10-27
001284,AMPA INSTITUT DE GUISSONA,12840014770000000000000000000000000,valid,2016-10-01,2017-10-27
001285,AMPA EEI SANT ROC,12850008790000000000000000000000000,valid,2014-10-01,2017-10-27
001286,AMPA ESCOLA LA MINERVA,12860018640000000000000000000000000,valid,2014-10-01,2017-11-10
001287,APA COL.LEGI PÚBLIC D'ORDAL,12870022220000000000000000000000000,valid,2018-06-01,2017-10-27
001288,APA IES L'ALZINA,12880026960000000000000000000000000,valid,2015-02-20,2017-10-27
001289,AMPA ESCOLA EL GARROFER,12890009970000000000000000000000000,esborrany,2014-10-01,2017-10-27
001290,AMPA CEIP WAGNER,12900007080000000000000000000000000,valid,2014-10-01,2017-11-10
001291,AMPA CEIP PERE TEIXINÉ,12910019500000000000000000000000000,valid,2014-09-24,2017-10-27
001292,AMPA ESCOLA MONTSERRAT,12920019330000000000000000000000000,valid,2014-10-10,2017-10-27
001293,APA CEIP ELS XIPRERS,12930017940000000000000000000000000,valid,2015-05-25,2017-10-27
001294,AMPA ESCOLA PRINCEP DE VIANA,12940012840000000000000000000000000,valid,2014-10-01,2017-10-27
001295,AMPA COL.LEGI PROSPERITAT,12950022550000000000000000000000000,valid,2014-10-15,2017-10-27
001296,AMPA CEIP GIRA-SOL,12960030220000000000000000000000000,valid,2014-10-01,2017-10-27
001297,AMPA CEIP ALEXANDRE GALI,12970022780000000000000000000000000,valid,2015-03-02,2017-10-27
001298,AMPA ESCOLA ROC BLANC,12980013060000000000000000000000000,valid,2014-09-22,2017-10-27
001299,AMPA ESCOLA JOSEP PALLEROLA I ROCA,12990003100000000000000000000000000,esborrany,2014-10-01,2017-10-27
001300,AMPA ESCOLA PARC DEL GUINARDÓ,13000037320000000000000000000000000,esborrany,2014-11-20,2017-10-27
001302,AMPA INSTITUT M. AURELIA CAPMANY,13020022210000000000000000000000000,valid,2015-12-01,2017-10-27
001303,APA CEIP SENTFORES,13030035350000000000000000000000000,esborrany,2014-10-14,2017-10-27
001304,APA IES MONTBUI,13040038810000000000000000000000000,esborrany,2014-10-01,2017-10-27
001305,APA IES MANUEL BLANCAFORT,13050021240000000000000000000000000,valid,2014-10-01,2017-10-27
001306,NOVA AMPA ESCOLA ARRAONA,13060033760000000000000000000000000,esborrany,2017-10-01,2017-10-27
001307,AMPA INSTITUT MARIUS TORRES,13070031060000000000000000000000000,valid,2014-10-21,2017-10-27
001309,APA IES JOAN MERCADER,13090021150000000000000000000000000,valid,2017-09-01,2017-10-27
001310,AMPA IES CARLES RAHOLA I LLORENS,13100025960000000000000000000000000,valid,2018-06-01,2017-10-27
001311,AMPA ESCOLA LA VINYALA,13110011440000000000000000000000000,valid,2014-10-01,2017-10-27
001312,AMPA IES SEVERO OCHOA,13120021400000000000000000000000000,valid,2016-10-01,2017-10-27
001313,AMPA IES JOSEP I CADAFALCH,13130014930000000000000000000000000,valid,2016-10-01,2017-11-28
001314,APA IES JOANOT MARTORELL,13140021160000000000000000000000000,esborrany,2015-02-20,2017-10-27
001315,AMPA  IES D'ARAN,13150037680000000000000000000000000,valid,2015-02-23,2017-10-27
001316,Ampa INS Alfons Costafreda,13160023310000000000000000000000000,valid,2014-10-22,2017-10-27
001317,AMPA ESCOLA TERESA ALTET,13170034890000000000000000000000000,esborrany,2015-02-25,2017-10-27
001318,APA CEIP RIU CLAR,13180019700000000000000000000000000,esborrany,2014-11-26,2017-11-24
001319,AMPA ESCOLA VILA OLIMPICA,13190023320000000000000000000000000,valid,2014-10-01,2017-10-27
001320,AMA ESCOLA FLORESTA,13200018110000000000000000000000000,valid,2017-10-24,2017-10-27
001321,AMPA IES MONTILIVI,13210015280000000000000000000000000,valid,2014-10-20,2017-10-27
001322,AMPA IES NARCÍS XIFRA,13220033790000000000000000000000000,esborrany,2017-11-01,2017-11-24
001324,AMPA IES ALMATÀ,13240014250000000000000000000000000,valid,2014-10-01,2017-10-27
001325,APA IES BALDIRI GUILERA,13250031740000000000000000000000000,valid,2014-10-14,2017-10-27
001326,AMPA CEIP NOSTRA SENYORA DE GRACIA DE LA GRANADELLA,13260032570000000000000000000000000,valid,2014-10-01,2017-10-27
001327,AMPA SES MANUEL CARRASCO I FORMIGUERA,13270025480000000000000000000000000,esborrany,2015-02-06,2017-10-27
001332,AMPA IES CANIGO,13320014410000000000000000000000000,valid,2016-10-01,2017-10-27
001333,AMPA SANT CLIMENT,13330019900000000000000000000000000,valid,2015-02-24,2017-10-27
001334,AFA CARRILET NIU,13340020490000000000000000000000000,valid,2016-06-01,2017-10-27
001335,AMPA CEIP DE TERRAPRIMS,13350001520000000000000000000000000,valid,2016-10-01,2017-10-27
001336,AMPA ESCOLA MARIA PAGÈS D'ORDIS,13360011960000000000000000000000000,valid,2015-08-01,2017-10-27
001338,APA INSTITUT JOSEP VALLVERDÚ,13380021470000000000000000000000000,esborrany,2015-03-05,2017-10-27
001339,AMPA CEIP MOSSEN CINTO VERDAGUER,13390004780000000000000000000000000,esborrany,2015-02-24,2017-10-27
001340,AMPA INSTITUT MATADEPERA,13400015180000000000000000000000000,valid,2015-03-11,2017-11-10
001341,AFA ESCOLA CERVANTES,13410009560000000000000000000000000,valid,2014-12-17,2017-10-27
001342,AMPA INS FRANCESC MACIÀ,13420025860000000000000000000000000,valid,2014-09-25,2017-10-27
001343,AMPA IES MANUEL DE MONTSUAR,13430015110000000000000000000000000,valid,2014-10-01,2017-10-27
001344,AMPA INSTITUT EUGENI XAMMAR,13440033630000000000000000000000000,esborrany,2014-10-01,2017-10-27
001346,AMPA ESCOLA TIMORELL,13460013800000000000000000000000000,valid,2014-11-14,2017-10-27
001347,AMPA INSTITUT SANTA EUGÈNIA,13470015480000000000000000000000000,valid,2014-10-01,2017-10-27
001348,AMPA IES VALLVERA DE SALT,13480015620000000000000000000000000,esborrany,2015-02-25,2017-10-27
001350,AMPA ESCOLA CAMPS ELISIS,13500038130000000000000000000000000,esborrany,2015-02-25,2017-10-27
001352,APA CEIP ORLANDAI,13520037010000000000000000000000000,valid,2016-10-01,2017-10-27
001353,AMPA SALVADOR ESPRIU,13530032750000000000000000000000000,valid,2014-10-03,2017-10-27
001355,AMPA LLAR D'INFANTS ELS NINS,13550016520000000000000000000000000,valid,2014-10-01,2017-10-27
001356,AMPA ESCOLA MITJA COSTA,13560004580000000000000000000000000,valid,2014-10-01,2017-10-27
001358,AMPA ESCOLA MARE DE DEU DE MONTSERRAT,13580032190000000000000000000000000,valid,2018-06-01,2017-10-27
001359,AMPA ESCOLA SURIS,13590023330000000000000000000000000,valid,2017-09-01,2017-10-27
001360,APA CEIP ALEXANDRE GALÍ,13600031170000000000000000000000000,valid,2016-10-01,2017-10-27
001361,AMPA ESCOLA MEDITERRÀNIA,13610023340000000000000000000000000,valid,2014-11-13,2017-11-10
001362,AMPA ESCOLA MONTSERRAT,13620022910000000000000000000000000,valid,2014-10-01,2017-10-27
001363,AMPA INSTITUT JAUME MIMÓ,13630014830000000000000000000000000,valid,2016-10-01,2017-10-27
001364,AMPA IES MOLÍ DE LA VILA,13640033030000000000000000000000000,esborrany,2015-02-24,2017-10-27
001367,APA CEIP LLUIS PIQUER,13670038120000000000000000000000000,valid,2016-02-01,2017-10-27
001368,AMPA INSTITUT-ESCOLA ORIOL MARTORELL,13680015910000000000000000000000000,valid,2014-10-01,2017-10-27
001369,AMPA ANTONI BALMANYA,13690037760000000000000000000000000,esborrany,2014-10-20,2017-10-27
001370,Ampa Escola del Bosc,13700022930000000000000000000000000,valid,2015-03-03,2017-10-27
001372,AMPA CEIP SANT PAU,13720025850000000000000000000000000,valid,2016-10-01,2017-10-27
001373,APA IES GUINDAVOLS,13730035650000000000000000000000000,valid,2018-06-01,2017-10-27
001374,AMPA JOAN REBULL,13740020710000000000000000000000000,valid,2014-10-01,2017-10-27
001375,AMPA EBM Bambi,13750007280000000000000000000000000,esborrany,2017-10-01,2017-10-27
001376,AMPA INSTITUT VILADESCAVALLS,13760031320000000000000000000000000,esborrany,2015-02-20,2017-10-27
001378,AMPA CEIP MOTSENT DE PALLARS-RIALP,13780022360000000000000000000000000,valid,2015-08-01,2017-10-27
001379,AMPA ESCOLA ELS PINS,13790010160000000000000000000000000,valid,2017-10-01,2017-11-10
001380,AFA JAUME ALMERA,13800021100000000000000000000000000,valid,2015-02-23,2017-10-27
001381,AMPA ESCOLA JOAN ABELLÓ,13810025490000000000000000000000000,valid,2014-10-01,2017-11-10
001382,AMPA IES EL CALAMOT,13820031160000000000000000000000000,valid,2016-10-01,2017-11-28
001383,AMPA IES GELIDA,13830026720000000000000000000000000,valid,2014-11-05,2017-10-27
001384,APA IES VOLTRERA,13840035950000000000000000000000000,esborrany,2015-02-25,2017-10-27
001385,AMPA INSTITUT ALELLA,13850015750000000000000000000000000,valid,2014-10-01,2017-10-27
001386,AMPA ESCOLA ROC LLOP I CONVALIA,13860037690000000000000000000000000,valid,2015-08-01,2017-10-27
001387,AMPA INSTITUT ICÀRIA,13870015990000000000000000000000000,valid,2016-01-01,2017-10-27
001388,AMPA CEIP TERRA NOSTRA,13880006660000000000000000000000000,valid,2015-04-14,2017-10-27
001389,AMPA CEIP MONTPALAU,13890004680000000000000000000000000,valid,2017-03-01,2017-10-27
001390,AMPA INSTITUT JOAN MIRÓ,13900025500000000000000000000000000,valid,2014-10-01,2017-10-27
001392,AMPA CEIP ELS CASTANYERS,13920001860000000000000000000000000,valid,2017-10-01,2017-10-27
001393,AMPA IES SALVADOR ESPRIU,13930015470000000000000000000000000,valid,2015-02-24,2017-10-27
001395,AMPA CEIP GAFARRO,13950034360000000000000000000000000,esborrany,2014-11-25,2017-10-27
001396,AFA CEIP VICTOR CATALA,13960023350000000000000000000000000,valid,2015-02-24,2017-10-27
001397,AMPA CEIP M. ANGELS ANGLADA,13970004080000000000000000000000000,valid,2015-04-13,2017-10-27
001398,AFA IES BERNAT EL FERRER,13980020950000000000000000000000000,valid,2014-10-01,2017-10-27
001399,AMPA CEIP LA GINESTA,13990036740000000000000000000000000,valid,2015-02-20,2017-10-27
001400,AMPA ESCOLA AUSIAS MARCH,14000000760000000000000000000000000,valid,2017-10-01,2017-11-10
001401,AMPA CEIP EL RAJARET,14010001790000000000000000000000000,valid,2014-11-18,2017-10-27
001402,AMPA EBM ST CLIMENT DE LLOBREGAT,14020028310000000000000000000000000,valid,2014-10-01,2017-10-27
001403,AMPA ESCOLA LA JOTA,14030022310000000000000000000000000,valid,2014-10-01,2017-10-27
001404,AMPA CEIP LA PAU,14040003460000000000000000000000000,esborrany,2017-09-01,2017-10-27
001405,AMPA ESCOLA JOSEP MONMANY,14050011060000000000000000000000000,valid,2015-03-04,2017-10-27
001406,AMPA ESCOLA MARGALLÓ,14060011920000000000000000000000000,valid,2015-04-02,2017-10-27
001407,AMPA CEIP TRES PINS,14070006800000000000000000000000000,valid,2015-10-01,2017-11-10
001408,AMPA ESCOLA SANT MARTÍ,14080013510000000000000000000000000,esborrany,2014-10-14,2017-10-27
001409,AMPA IES SANTA EULALIA,14090015490000000000000000000000000,esborrany,2014-10-01,2017-10-27
001411,APA CEIP SANT JORDI,14110023360000000000000000000000000,valid,2015-03-18,2017-10-27
001412,APA CEIP LA MEDITERRANIA,,,2014-10-01,2017-10-27
001413,AMPA IES ELS PLANELLS,14130014620000000000000000000000000,valid,2015-02-25,2017-10-27
001414,AMPA IES LLUIS DE REQUESENS,14140032380000000000000000000000000,valid,2014-10-01,2017-10-27
001415,AMPA DOLORS ALMEDA,14150037470000000000000000000000000,valid,2014-10-01,2017-10-27
