partner,Nom,mandate,state,signature_date,last_debit_date
000833,AMPA CEIP SANT PAU,,,2014-10-13,2017-10-27
000834,AMPA ESCOLA JOAN MIRO,8340032800000000000000000000000000,esborrany,2014-10-01,2017-10-27
000835,AMPA ESCOLA JOAN BAPTISTA SERRA,8350010850000000000000000000000000,valid,2014-10-01,2017-10-27
000836,AMPA ESCOLA LA SARDANA,8360029710000000000000000000000000,valid,2016-10-01,2017-10-27
000837,APA CEIP PALMA DE MALLORCA,8370039320000000000000000000000000,esborrany,2014-10-01,2017-10-27
000838,AFA EBM EL ROURE,8380000080000000000000000000000000,valid,2018-06-01,2017-10-27
000839,AMPA ESCOLA JOSEP BALTÀ I ELIAS,8390029780000000000000000000000000,valid,2016-10-01,2017-10-27
000841,AMPA CEIP SANT MIQUEL,8410030050000000000000000000000000,valid,2015-02-15,2017-10-27
000842,AMPA ESCOLA SANT ROC,8420013560000000000000000000000000,esborrany,2015-08-01,2017-10-27
000843,AMPA ESCOLA JOSEP PALLACH,8430030720000000000000000000000000,valid,2018-07-01,2017-10-27
000844,AMPA LA MONJOIA,8440018650000000000000000000000000,valid,2014-10-21,2017-11-10
000845,AMPA ESCOLA ROCABRUNA LES BORGES DEL CAMP,8450013040000000000000000000000000,valid,2015-08-01,2017-10-27
000848,AMPA CEIP ROSSELLÓ PÒRCEL,8480019720000000000000000000000000,valid,2015-12-01,2017-10-27
000849,AMPA ESCOLA CATALUNYA,8490017550000000000000000000000000,esborrany,2014-10-01,2017-10-27
000850,APA CEIP MEDITERRANIA,8500025780000000000000000000000000,valid,2016-10-01,2017-11-28
000851,AMPA EL CABRERÈS,8510008830000000000000000000000000,valid,2014-10-01,2017-10-27
000853,AMPA ESCOLA IGNASI PERAIRE,8530010710000000000000000000000000,valid,2014-10-01,2017-10-27
000854,AMPA CEIP ELS PINS,8540017900000000000000000000000000,valid,2014-10-01,2017-10-27
000855,AMPA ESCOLA  ISAAC PERAL,8550027010000000000000000000000000,valid,2014-10-01,2017-10-27
000856,AFA ESCOLA PERE LLISCART,8560037070000000000000000000000000,valid,2014-11-03,2017-10-27
000858,AMPA CEIP ANXANETA,8580022820000000000000000000000000,valid,2014-09-23,2017-10-27
000859,AMPA EEI SES FALUGUES,8590008800000000000000000000000000,valid,2014-10-01,2017-10-27
000860,APA CEIP DAMIA MATEU,8600030240000000000000000000000000,valid,2014-10-01,2017-10-27
000861,APA CEIP JOAQUIM PALACIN,8610018460000000000000000000000000,valid,2015-05-25,2017-10-27
000862,AMPA ESCOLA EL TURONET,8620002040000000000000000000000000,valid,2017-10-01,2017-10-27
000863,AMPA CEIP POMPEU FABRA,8630023080000000000000000000000000,valid,2014-10-01,2017-10-27
000864,AMPA ESCOLA ALFRED POTRONY,8640008960000000000000000000000000,valid,2015-02-27,2017-11-10
000865,AMIPA ESCOLA ENTORN,8650000180000000000000000000000000,valid,2016-10-01,2017-11-28
000867,AMPA ESCOLA LA ROCA,8670011290000000000000000000000000,valid,2015-03-12,2017-10-27
000868,AMPA CEIP FRANCESC MACIÀ,8680022500000000000000000000000000,valid,2015-02-27,2017-10-27
000870,APA CEIP SANT MIQUEL DEL CROS,8700037940000000000000000000000000,valid,2015-02-25,2017-10-27
000871,AMPA ESCOLA MARCEL.LI DOMINGO,8710034580000000000000000000000000,valid,2015-03-10,2017-10-27
000872,AMPA EL PI 2001,8720026150000000000000000000000000,valid,2014-10-15,2017-10-27
000874,AMPA ESCOLA  DR. FORTIÀ SOLÀ,8740017750000000000000000000000000,esborrany,2014-10-27,2017-10-27
000875,AMPA CEIP CARRASSUMADA,8750001140000000000000000000000000,valid,2015-10-01,2017-10-27
000877,AMPA INSTITUT-ESCOLA TURÓ D'EN ROQUETES,8770015920000000000000000000000000,valid,2017-10-01,2017-11-24
000878,APA CEIP JOSEP JANES,8780018490000000000000000000000000,valid,2017-10-01,2017-11-24
000879,APA ESCOLA ELS PLANELLS,8790020640000000000000000000000000,valid,2015-01-29,2017-10-27
000880,AMPA ESCOLA ÀNGELS GARRIGA,8800017210000000000000000000000000,esborrany,2014-10-01,2017-10-27
000881,AMPA ESCOLA DE LA RIBA,8810032080000000000000000000000000,valid,2014-10-01,2017-10-27
000882,AMPA ESCOLA FRAY LUIS DE LEON,8820010550000000000000000000000000,valid,2014-10-01,2017-10-27
000883,AMPA ESCOLA MARE DE DÉU DEL PATROCINI,8830011850000000000000000000000000,valid,2015-04-13,2017-10-27
000884,AMPA CEIP POMPEU FABRA,8840036870000000000000000000000000,valid,2015-02-09,2017-10-27
000885,AMPA CEIP VEINAT,8850006930000000000000000000000000,esborrany,2014-10-01,2017-10-27
000887,AMPA ESCOLA SANTA EULÀLIA,8870023090000000000000000000000000,valid,2016-10-01,2017-10-27
000888,AMPA ESCOLA AURORA,8880032120000000000000000000000000,esborrany,2015-02-25,2017-10-27
000889,AMPA ESCOLA CAN RULL,8890025360000000000000000000000000,valid,2015-03-06,2017-10-27
000890,AMPA CEIP ELS PINS,8900028820000000000000000000000000,valid,2017-09-01,2017-10-27
000891,AMPA ESCOLA LA CARPA,8910011160000000000000000000000000,valid,2014-10-01,2017-10-27
000892,AMPA ESCOLA PUIGBERENGUER,8920036130000000000000000000000000,esborrany,2015-02-24,2017-10-27
000893,AMPA ESCOLA ANGELA BRANSUELA,8930033350000000000000000000000000,valid,2016-10-01,2017-11-28
000894,AMPA ESCOLA PURIFICACIÓ SALAS I XANDRI,8940005540000000000000000000000000,valid,2015-01-02,2017-10-27
000895,APA CEIP SANT GIL,8950023100000000000000000000000000,valid,2015-10-01,2017-10-27
000896,AMPA ESCOLA MIQUEL BARO,8960037570000000000000000000000000,esborrany,2014-10-01,2017-10-27
000897,AMPA ESCOLA MARE DE DÈU DE MONTSERRAT,8970039040000000000000000000000000,esborrany,2017-09-01,2017-10-27
000898,AMPA CEIP JOAN XXIII,8980018450000000000000000000000000,valid,2016-10-01,2017-10-27
000899,AMPA ESCOLA MONTCAU,8990012240000000000000000000000000,valid,2015-02-20,2017-10-27
000900,AMPA ESCOLA SALVADOR ESPRIU,9000032300000000000000000000000000,valid,2014-10-23,2017-10-27
000901,APA CEIP LA CANONJA,9010018550000000000000000000000000,valid,2017-10-01,2017-11-24
000902,AMPA CEIP SANT JORDI,9020006230000000000000000000000000,esborrany,2018-06-01,2017-10-27
000903,APA CEIP RUDA,9030019740000000000000000000000000,valid,2014-10-01,2017-10-27
000904,AMPA ESCOLA BERNAT METGE,9040027890000000000000000000000000,valid,2014-10-01,2017-10-27
000905,AMPA ESCOLA PERE VIRGILI,9050012620000000000000000000000000,esborrany,2016-10-01,2017-10-27
000907,AMPA CEIP CONGOST,9070037830000000000000000000000000,valid,2015-02-25,2017-10-27
000908,APA CEIP POMPEU FABRA,9080019540000000000000000000000000,valid,2014-10-01,2017-10-27
000909,AMPA JOAN XXIII,9090026470000000000000000000000000,valid,2014-10-01,2017-10-27
000910,AMPA INSTITUT LLUÍS VIVES,9100035010000000000000000000000000,esborrany,2015-10-01,2017-10-27
000911,AMPA ESCOLA LES PRUNERES,9110035110000000000000000000000000,valid,2014-10-01,2017-10-27
000912,AMPA ESCOLA ESPIGOL DE TORNABOUS,9120010290000000000000000000000000,valid,2017-10-01,2017-10-27
000913,AMPA ESCOLA DR. SAMARANCH I FINA,9130036540000000000000000000000000,valid,2014-10-01,2017-10-27
000914,AMPA CEIP ALTA SEGARRA,9140036860000000000000000000000000,valid,2015-02-24,2017-10-27
000915,AMPA ESCOLA MARCEL.LÍ MORAGAS,9150011790000000000000000000000000,valid,2017-09-01,2017-10-27
000917,AMPA ESCOLA LES MURALLES,9170033360000000000000000000000000,valid,2017-03-01,2017-11-28
000918,AMPA ESCOLA JOAN MARAGALL,9180023110000000000000000000000000,valid,2014-10-01,2017-10-27
000919,AMPA ESCOLA NOSTRA LLAR,9190012380000000000000000000000000,valid,2017-09-01,2017-11-28
000920,AMPA ESCOLA LLUÇANÈS,9200032790000000000000000000000000,valid,2017-09-01,2017-10-27
000921,AMPA ESCOLA GUILLEM DE BALSARENY,9210010670000000000000000000000000,esborrany,2015-03-09,2017-10-27
000922,AMPA ESCOLA MIL·LENARI,9220037090000000000000000000000000,valid,2016-10-01,2017-10-27
000925,AMPA ESCOLA SANTA SUSANNA,9250006070000000000000000000000000,valid,2014-10-27,2017-10-27
000928,AMPA CEIP FLAMA  2002,9280032530000000000000000000000000,valid,2014-10-01,2017-10-27
000931,AMPA ESCOLA PONT DE LA CADENA,9310026940000000000000000000000000,valid,2016-10-01,2017-10-27
000932,AMPA ESCOLA DOCTOR FERRAN,9320036430000000000000000000000000,valid,2014-10-01,2017-10-27
000933,AMPA ESCOLA BRESSOL EL PUTGET,9330009290000000000000000000000000,valid,2017-09-01,2017-10-27
000934,AMPA ESCOLA JACINT VERDAGUER,9340010740000000000000000000000000,valid,2014-09-22,2017-10-27
000935,AMPA CEIP SANT VICENÇ,9350032600000000000000000000000000,valid,2016-10-01,2017-10-27
000936,APA CEIP ELS MINAIRONS,9360017880000000000000000000000000,esborrany,2015-05-03,2017-10-27
000938,AMPA CEIP EL DIVI MESTRE,9380039050000000000000000000000000,valid,2017-09-01,2017-10-27
000939,APA CEIP CASTELL D'ODENA,9390033550000000000000000000000000,valid,2014-10-13,2017-11-10
000940,AMPA CEIP MESTRAL,9400019170000000000000000000000000,valid,2015-02-10,2017-10-27
000942,AMPA CEIP TABOR,9420023590000000000000000000000000,valid,2016-10-01,2017-10-27
000943,AMPA CEIP ELS HORTS,9430038370000000000000000000000000,valid,2014-10-01,2017-10-27
000944,AMPA ESCOLA MARE DE DÉU DE MONTSERRAT,9440011890000000000000000000000000,valid,2018-05-01,2018-05-28
000945,AMPA ESCOLA ROUREDA,9450037500000000000000000000000000,esborrany,2016-10-01,2017-10-27
000946,AMPA ESCOLA JOAN ARDÈVOL,9460020690000000000000000000000000,valid,2015-10-07,2017-10-27
000947,AMPA ESCOLA ELS PINETONS,9470023120000000000000000000000000,valid,2014-10-27,2017-10-27
000950,AMPA CEIP LEANDRE CRISTOFOL I LLAR D'INFANTS MUNICIPAL,9500003620000000000000000000000000,valid,2018-01-01,2017-10-25
000951,APA CEIP JOAN SALVAT PAPASSEIT,9510039360000000000000000000000000,,2014-10-01,2017-10-27
000952,APA CEIP MERCE RODOREDA,9520019150000000000000000000000000,esborrany,2017-10-01,2017-10-27
000954,AMPA CEIP ANDERSEN,9540000540000000000000000000000000,esborrany,2015-02-24,2017-10-27
000955,APA ESCOLA LOS CASTELLETS,9550020730000000000000000000000000,esborrany,2015-02-24,2017-10-27
000960,AMPA ESCOLA CAN PALMER,9600034290000000000000000000000000,esborrany,2014-10-01,2017-10-27
000961,AMPA ESCOLA FRANCESC PLATÓN I SARTÍ,9610030000000000000000000000000000,esborrany,2018-07-01,2017-10-27
000962,AMPA CEIP SAGRADA FAMILIA,9620031260000000000000000000000000,valid,2014-10-01,2017-10-27
000963,APA CEIP MARE DE DEU DEL REMEI,9630018970000000000000000000000000,valid,2014-10-01,2017-11-24
000964,AMPA ESCOLA MARCEL.LÍ DOMINGO,9640027260000000000000000000000000,valid,2014-10-01,2017-10-27
000965,AMPA ESCOLA OCTAVIO PAZ,9650023130000000000000000000000000,valid,2018-05-01,2018-05-28
000966,AMPA ESCOLA PAU CASALS,9660034880000000000000000000000000,esborrany,2016-10-01,2017-11-28
000967,APA CEIP LILLET A GUELL,9670018870000000000000000000000000,valid,2016-02-01,2017-11-24
000968,AMPA CEIP JOSEP TARRADELLAS,9680003150000000000000000000000000,valid,2014-10-01,2017-10-27
000969,APA CEIP ENRIC FARRENY,9690018000000000000000000000000000,valid,2015-05-25,2017-10-27
000970,AMPA CEIP LA FONT,9700003300000000000000000000000000,valid,2014-10-23,2017-10-27
000971,AMPA ESCOLA SANT LLORENÇ,9710035750000000000000000000000000,esborrany,2017-09-01,2017-10-27
000972,AMPA CEIP MOSSÈN JOAN BATLLE,9720029920000000000000000000000000,valid,2015-02-25,2017-10-27
000973,AMPA ESCOLA RAMÓN Y CAJAL,9730005600000000000000000000000000,esborrany,2014-10-01,2017-10-27
000974,APA CEIP MAGRANERS,9740035000000000000000000000000000,esborrany,2014-10-01,2017-10-27
000975,AMPA CEIP LES ACÀCIES,9750033910000000000000000000000000,valid,2014-10-01,2017-10-27
000977,APA ESCOLA BRESSOL QUITXALLA,9770020600000000000000000000000000,valid,2017-11-01,2017-11-24
000978,AMPA CEIP ELS AUBIS,9780001850000000000000000000000000,valid,2015-08-01,2017-10-27
000980,APA CEIP JOSEP FUSTÉ,9800035520000000000000000000000000,valid,2014-10-01,2017-10-27
000982,APA CEIP CHARLIE RIVEL,9820017600000000000000000000000000,esborrany,2016-11-01,2017-10-27
000983,AMPA ESCOLA PAU VILA,9830032250000000000000000000000000,valid,2016-10-01,2017-11-28
000984,AMPA CEIP MARE DE DÉU DEL PRIORAT,9840004140000000000000000000000000,valid,2014-10-01,2017-11-10
000987,AMPA ESCOLA SALTELLS,9870013150000000000000000000000000,valid,2014-09-25,2017-10-27
000988,AMPA INSTITUT LLUIS COMPANYS,9880036850000000000000000000000000,valid,2017-02-01,2017-10-27
000990,AMPA ANGELETA FERRER,9900034270000000000000000000000000,esborrany,2014-10-01,2015-03-03
000991,A.M.P.A ESCOLA JOAN SALVAT PAPASSEIT,9910037180000000000000000000000000,esborrany,2016-10-01,2017-10-27
000992,AMPA ESCOLA ANTONI DOLTRA,9920026770000000000000000000000000,esborrany,2015-03-03,2017-10-27
000993,AMPA LLAR D'INFANTS L'ESPURNA,9930016610000000000000000000000000,valid,2014-10-01,2017-10-27
000995,APA IES JOAN RAMON BENAPRES,9950023610000000000000000000000000,valid,2017-09-01,2017-10-27
000996,APA CORBERA CEIP JAUME BALMES,9960023160000000000000000000000000,valid,2017-09-01,2017-10-27
000997,AMPA POETA FOIX,9970016890000000000000000000000000,valid,2017-09-01,2017-10-27
000998,APA LLI EL CUCUT,9980021510000000000000000000000000,esborrany,2015-08-01,2017-10-27
000999,AMPA ESCOLA CASSIÀ COSTAL,9990009500000000000000000000000000,valid,2015-03-04,2017-11-10
001000,AMPA ESCOLA BISBAT D'ÈGARA,10000009250000000000000000000000000,valid,2014-10-15,2017-10-27
001001,AMPA CEIP LA LLANTIA,10010024240000000000000000000000000,valid,2014-10-21,2017-10-27
001002,AMPA CEIP JOAN PELEGRI,10020002850000000000000000000000000,valid,2015-03-17,2017-10-27
001003,APA CEIP SUBIRATS,10030036820000000000000000000000000,valid,2014-10-01,2017-11-10
001004,AMPA CEE ESPERANÇA,10040000310000000000000000000000000,esborrany,2015-02-25,2017-10-27
001007,AMPA ESCOLA FRANCESC ALDEA,10070030770000000000000000000000000,valid,2015-04-03,2017-10-27
001008,AMPA CEIP RAMON Y CAJAL,10080023170000000000000000000000000,esborrany,2014-10-23,2017-10-27
001011,AMPA ESCOLA PARE ALGUE,10110035190000000000000000000000000,valid,2015-02-26,2017-10-27
001013,AMPA ESCOLA MONTSENY,10130022920000000000000000000000000,valid,2017-09-01,2017-10-27
001014,APA CEIP DE TUIXENT,10140035120000000000000000000000000,esborrany,2014-10-01,2017-10-27
001015,AMPA CEIP MARTÍ POCH,10150028360000000000000000000000000,valid,2016-10-01,2017-11-28
001016,AMPA ESCOLA EL TEMPLE,10160032980000000000000000000000000,valid,2014-10-01,2017-10-27
001017,APA CEIP DE VALLFERRERA,10170017700000000000000000000000000,valid,2017-03-01,2017-10-27
001018,AMPA CEIP SANTA MARIA,10180019840000000000000000000000000,valid,2014-10-23,2017-10-27
001020,AMPA ESCOLA CAN SERRA,10200033990000000000000000000000000,valid,2018-06-01,2017-10-25
001021,APA INSTITUT ANGELETA FERRER,10210026850000000000000000000000000,valid,2015-10-01,2017-10-27
001022,AMPA ESCOLA CATALONIA,10220017540000000000000000000000000,esborrany,2016-10-01,2017-10-27
001023,AMPA ESCOLA TOMÀS RAGUER,10230022960000000000000000000000000,valid,2015-02-23,2017-10-27
001024,AMPA ESCOLA DEL PARC,10240018040000000000000000000000000,valid,2014-10-01,2017-10-27
001025,AMPA ESCOLA  SALVADOR ESPRIU,10250013160000000000000000000000000,valid,2016-10-01,2017-11-28
001027,AMPA ESCOLA MARE DE DÈU DEL SÒL DEL PONT,10270016840000000000000000000000000,valid,2015-05-25,2017-10-27
001028,AMPA FONT D'EN FARGAS,10280018130000000000000000000000000,valid,2014-10-01,2017-10-27
001029,AMPA RAMON MUNTANER,10290025370000000000000000000000000,valid,2014-10-22,2017-10-27
001030,APA ESCOLA MARE DE DÉU DE MONTSERRAT,10300024860000000000000000000000000,valid,2014-10-14,2017-10-27
001031,AMPA ESCOLA DOS RIUS CAMARASA,10310009860000000000000000000000000,esborrany,2014-10-01,2017-10-27
001032,AMPA IE DANIEL MANGRANE,10320035030000000000000000000000000,esborrany,2014-10-01,2017-10-27
001033,AMPA CEIP L'ALZINA,10330026060000000000000000000000000,valid,2014-10-01,2017-10-27
001034,AFA COVES D'EN CIMANY,10340009670000000000000000000000000,valid,2015-08-01,2017-10-27
001035,AFA CEIP AURO,10350027190000000000000000000000000,valid,2014-12-11,2017-10-27
001036,APA EBM LA BRESSOLETA,10360020480000000000000000000000000,esborrany,2014-10-01,2017-10-27
001037,APA ESCOLA JOAN MARAGALL,10370038470000000000000000000000000,valid,2017-09-01,2017-10-27
001038,AMPA CEIP SALVADOR DALI,10380005880000000000000000000000000,valid,2015-02-24,2017-10-27
001039,AMPA NAPOLEO SOLIVA,10390023190000000000000000000000000,valid,2014-09-23,2017-10-27
001040,AMPA CEIP RENAIXENÇA,10400005710000000000000000000000000,esborrany,2015-04-08,2017-10-27
001041,AMPA ESCOLA COL·LEGIS NOUS,10410037770000000000000000000000000,esborrany,2014-10-01,2017-10-28
001042,AMPA ESCOLA GAUDÍ,10420028140000000000000000000000000,valid,2018-01-01,2017-10-28
001043,AMPA ESCOLA VISTA ALEGRE,10430038490000000000000000000000000,valid,2015-03-10,2017-10-27
001044,AMPA CEIP PARC DE LA CIUTADELLA,10440004970000000000000000000000000,valid,2014-10-14,2017-10-27
001045,AMPA ESCOLA PABLO PICASSO,10450031350000000000000000000000000,esborrany,2014-10-01,2017-10-27
001046,AMPA CEIP RAMON GOMBAL,10460005590000000000000000000000000,valid,2017-10-01,2017-11-28
001047,APA CEIP SANT ISIDRE,10470019940000000000000000000000000,esborrany,2015-10-01,2017-10-27
001048,AMPA CEIP PAU SANS,10480033620000000000000000000000000,valid,2018-05-01,2017-10-27
001049,AMPA ESCOLA RAMON LLULL,10490032490000000000000000000000000,valid,2014-09-29,2017-10-27
001050,APA CEIP JOAN SOLANS,10500037330000000000000000000000000,esborrany,2016-10-01,2017-11-28
001053,AMPA  IES TORRAS I BAGES,10530025930000000000000000000000000,valid,2015-03-20,2017-10-27
001054,AMPA ESCOLA JOAN MARAGALL,10540028150000000000000000000000000,valid,2014-10-01,2017-10-27
001055,AMPA ESCOLA POMPEU FABRA,10550005360000000000000000000000000,esborrany,2016-10-01,2017-10-27
001056,AMPA ESCOLA AMADEU VIVES,10560036420000000000000000000000000,valid,2016-10-01,2017-10-27
001057,APA CEIP PRÀCTIQUES II,,,2017-10-01,2017-11-24
001058,AMPA CEIP ANTAVIANA,10580024460000000000000000000000000,valid,2015-05-25,2017-11-24
001061,APA CEIP PEP VENTURA,10610033920000000000000000000000000,valid,2015-10-01,2017-10-27
001062,AMPA CEIP TAXONERA,10620025390000000000000000000000000,esborrany,2014-10-01,2017-10-27
001063,AMPA ESCOLA JOSEP Mª XANDRI,10630023210000000000000000000000000,valid,2017-09-01,2017-10-27
001065,AMPA CEIP CAN PARERA,10650001040000000000000000000000000,valid,transferència ,transferència 
001066,AFA CEIP ROCAFONDA,10660005760000000000000000000000000,valid,2014-11-25,2017-10-27
001067,AMPA INSTITUT GIOLA,10670023220000000000000000000000000,valid,2016-10-01,2017-11-28
001068,AMPA CEIP JOC DE LA BOLA,10680018470000000000000000000000000,esborrany,2015-08-01,2017-10-27
001069,AFA ESCOLA PAU VILA,10690037240000000000000000000000000,valid,2014-10-28,2017-10-27
001070,AMPA CEIP ROSSEND MONTANE,10700023230000000000000000000000000,valid,2015-02-26,2017-10-27
001073,AMPA ESCOLA MARIA BORES,10730011930000000000000000000000000,esborrany,2014-09-29,2017-10-27
001074,AMPA ESCOLA SAMUNTADA,10740013180000000000000000000000000,valid,2014-10-28,2017-10-27
001076,AMPA MIRALLETES,10760028030000000000000000000000000,esborrany,2014-10-01,2017-10-27
001077,APA CEIP ARNAU BERENGUER,10770017260000000000000000000000000,valid,2017-09-01,2017-10-27
001078,AMPA CEIP SANT SEBASTIÀ,10780006440000000000000000000000000,valid,2015-02-27,2017-10-27
001079,AMPA ESCOLA LA ROSELLA,10790011300000000000000000000000000,esborrany,2014-10-01,2017-10-27
001080,AMPA DE L'ESCOLA 1 D'ABRIL,10800021960000000000000000000000000,valid,2014-10-01,2017-10-27
001082,AMPA ESCOLA SANT JORDI,10820039400000000000000000000000000,esborrany,2015-08-01,2017-10-27
001083,AMPA ESCOLA 25 DE SETEMBRE 1993,10830000360000000000000000000000000,valid,2015-02-20,2017-10-27
001085,APA CEIP TIMBALER DEL BRUC,10850030520000000000000000000000000,valid,2014-10-01,2017-10-27
001086,AMPA ESCOLA DR.CARLES SALICRÚ,10860025400000000000000000000000000,valid,2014-10-01,2017-10-27
001087,APA CEIP MARINADA,10870024490000000000000000000000000,valid,2015-02-25,2017-10-27
001088,APA CEIP LES ESCOLES,10880018780000000000000000000000000,valid,2018-07-01,2017-10-27
001089,APA CEIP DIPUTACIO,10890017710000000000000000000000000,esborrany,2014-10-01,2017-10-27
001091,APA CEIP AESO,10910017130000000000000000000000000,valid,2016-10-01,2017-10-27
001092,AMPA ESCOLA FRANCESC ESCURSELL I BARTALOT,10920010510000000000000000000000000,valid,2015-03-05,2017-10-27
001093,AMPA ESCOLA ENRIC TATCHE I POL,10930018010000000000000000000000000,valid,2014-11-24,2017-10-27
001094,AMPA ESCOLA JOSEP MARIA GINESTA,10940022570000000000000000000000000,valid,2014-10-06,2017-10-27
001095,AMPA ESCOLA GASSÓ I VIDAL,10950027530000000000000000000000000,valid,2014-10-01,2017-10-27
001096,AMPA ESCOLA ANSELM CLAVÉ,10960029740000000000000000000000000,valid,2015-02-23,2017-10-27
001097,AMPA Escola SANT JORDI,10970013400000000000000000000000000,valid,2014-10-01,2017-10-27
001098,AMPA ESCOLA JOANOT ALISANDA,10980002840000000000000000000000000,valid,2014-10-01,2017-10-27
001099,AFA Escola isidre martí,10990018300000000000000000000000000,valid,2015-02-24,2017-10-27
001100,AFA IGNASI IGLESIAS,11000018280000000000000000000000000,esborrany,2015-05-03,2017-10-27
001102,AMPA CEIP PONT DE L' ARCADA,11020005430000000000000000000000000,valid,2015-08-01,2017-10-27
001103,AMPA CEIP EL TIMO,11030017950000000000000000000000000,esborrany,2014-10-01,2017-10-27
001104,AMPA CEIP SANT JAUME,11040006200000000000000000000000000,esborrany,2015-02-24,2017-10-27
001105,AMPA CEIP SANT PERE,11050006390000000000000000000000000,valid,2014-10-01,2017-10-27
001106,AMPA ESCOLA SANT MARC,11060031340000000000000000000000000,esborrany,2014-10-01,2017-10-27
001107,AMPA CEIP REINA VIOLANT,11070034760000000000000000000000000,valid,2014-10-01,2017-10-27
001108,AMPA PAU CLARIS,11080020760000000000000000000000000,valid,2014-10-01,2017-10-27
001109,AMPA CREU DEL BATLLE,11090017660000000000000000000000000,valid,2014-10-01,2017-10-27
001110,APA CEIP SANTA MARIA DE GARDENY,11100025410000000000000000000000000,esborrany,2014-10-01,2017-10-27
001111,AMPA ESCOLA CAN DEU,11110030820000000000000000000000000,valid,2016-10-01,2017-11-28
001113,AMPA ESCOLA RIU SEGRE,11130032290000000000000000000000000,valid,2017-09-01,2017-10-27
001114,AMPA ESCOLA GRANOLLERS,11140036020000000000000000000000000,valid,2014-10-01,2017-10-27
001116,AMPA CEIP CIRCELL,11160022580000000000000000000000000,valid,2014-10-02,2017-10-27
001117,APA ESCOLA BERNARDÍ TOLRÀ,11170020570000000000000000000000000,valid,2015-08-01,2017-10-27
001118,AMPA ESCOLA CALVET D'ESTRELLA,11180017430000000000000000000000000,valid,2016-10-01,2017-11-28
001119,AMIPA CARLES DE FORTUNY,11190022610000000000000000000000000,valid,2016-10-01,2017-10-27
001120,APA CEIP ESCOLA DEL MAR,11200034090000000000000000000000000,esborrany,2017-04-01,2017-10-27
001126,AFA ESCOLA LLUÍS VIVES,11260035370000000000000000000000000,valid,2014-10-16,2017-10-27
001127,AMPA CEIP LA DRAGA,11270031150000000000000000000000000,esborrany,2015-03-02,2017-10-27
001128,AMPA CEIP RAMON Y CAJAL,11280005660000000000000000000000000,valid,2015-02-27,2017-10-27
001129,AMPA ESCOLA IPSE,11290018050000000000000000000000000,valid,2014-10-16,2017-10-27
001130,APA IES COMTE DE RIUS,11300020970000000000000000000000000,valid,2016-10-01,2017-11-28
001131,AMPA CEIP DOCTOR ROBERT DE CAMPRODON,11310025940000000000000000000000000,valid,2017-10-01,2017-11-24
001132,AMPA INSTITUT PERE CALDERS,11320021340000000000000000000000000,valid,2018-06-01,2017-10-25
001133,AMPA JOAN MIRO,11330010940000000000000000000000000,valid,2015-01-05,2018-02-27
001134,AMPA CEIP L'ESTELADA,11340037020000000000000000000000000,valid,2015-02-23,2017-10-27
001135,AMPA ESCOLA MIQUEL MARTI I POL,11350029240000000000000000000000000,valid,2015-03-03,2018-02-27
001136,APA ESCOLA ALCALDE MARCET,11360017140000000000000000000000000,valid,2015-08-01,2017-10-27
001137,AMPA CEIP JOSEP PEÑUELAS DEL RIO,11370003110000000000000000000000000,valid,2015-03-02,2017-10-27
001138,AMPA IES MONTMELO,11380021310000000000000000000000000,valid,2014-10-01,2017-10-27
001139,AMPA BARRI BESÒS,11390038560000000000000000000000000,esborrany,2017-10-01,2017-10-27
001140,AMPA IES ARQUITECTE MANUEL RASPALL,11400025420000000000000000000000000,valid,2015-10-01,2017-10-27
001141,AMPA ESCOLA BERNAT METGE,11410025430000000000000000000000000,esborrany,2014-10-01,2017-10-27
001142,AMPA IES D'ALMENAR,11420014510000000000000000000000000,esborrany,2014-10-01,2017-10-27
001143,AMPA ESCOLA MONTSAGRE,11430012290000000000000000000000000,valid,2015-03-13,2017-10-27
001144,AMPA ESCOLA PILARIN BAYES,11440038730000000000000000000000000,valid,2018-06-01,2017-10-25
001145,AMPA CEIP JOAN JUNCADELLA,11450028180000000000000000000000000,valid,2015-03-04,2017-10-27
001148,AMPA ESCOLA SANT JORDI,11480013410000000000000000000000000,valid,2015-08-01,2017-10-27
001149,AFA CEIP SANTA FE,11490006010000000000000000000000000,valid,2014-10-01,2017-10-27
001150,AMPA ESCOLA COMTES DE TORREGROSSA,11500009620000000000000000000000000,valid,2014-10-08,2017-10-27
001151,AMPA SANT ANTONI,11510019880000000000000000000000000,esborrany,2018-04-01,2017-10-27
001152,AMPA ELS TRES PINS,11520020360000000000000000000000000,valid,2015-10-01,2017-10-27
001153,AFA IES MOISÈS BROGGI,11530026050000000000000000000000000,valid,2014-10-01,2017-10-27
001156,AMPA EB BALLMANETES,11560022840000000000000000000000000,valid,2014-10-01,2017-10-27
001158,APA CEIP LA PARELLADA,11580037440000000000000000000000000,esborrany,2014-10-16,2017-10-27
001161,APA CEIP PUIG-AGUT,11610035280000000000000000000000000,valid,2014-10-01,2017-10-27
001162,AMPA CEIP JOAN ROURA PARELLA,11620002870000000000000000000000000,esborrany,2015-03-06,2017-10-27
001163,APA  PRAT DE LA RIBA,11630036930000000000000000000000000,valid,2015-02-01,2017-10-27
001164,APA IES SANT ANDREU,11640021390000000000000000000000000,valid,2014-10-15,2017-11-10
